17101666;1666;1710;2881;false
22961922;1922;2296;4130;false
19931873;1873;1993;602;false
23761683;1683;2376;372;false
17101669;1710;1669;2795;false
21471684;1684;2147;3940;false
84332193;2193;8433;600;false
33437652313;2313;3343765;148;false
33437652435;2435;3343765;154;false
21561920;1920;2156;2140;false
24521629;2452;1629;4486;false
25372057;2057;2537;5570;false
25021645;1645;2502;7520;false
25062505;2505;2506;602;false
23982160;2160;2398;3191;false
1400781716;140078;1716;602;false
21351665;1665;2135;1263;false
21702052;2170;2052;3063;false
24281984;2428;1984;1794;false
33437993343797;3343799;3343797;6402;false
24012156;2156;2401;2710;false
24641638;2464;1638;7367;false
24281986;1986;2428;1200;false
23471740;1740;2347;2384;false
23941728;2394;1728;3673;false
25472212;2547;2212;5423;false
23581715;1715;2358;602;false
17561635;1635;1756;660;false
19621640;1962;1640;7691;false
33437872062;3343787;2062;6150;false
23122167;2167;2312;8901;false
22321681;2232;1681;4413;false
33437612544;2544;3343761;11493;false
17401734;1734;1740;1794;false
24872153;2153;2487;2956;false
40289741735;4028974;1735;602;false
20892072;2089;2072;602;false
21472098;2098;2147;3552;false
23911632;1632;2391;3552;false
23732208;2208;2373;4555;false
22911687;1687;2291;3832;false
24211886;2421;1886;1200;false
25351906;2535;1906;2156;false
23892376;2389;2376;4421;false
23972372;2372;2397;2970;false
24432210;2210;2443;80;false
23121729;1729;2312;1200;false
18811629;1881;1629;4130;false
25482168;2548;2168;2474;false
24242287;2287;2424;2384;false
23712133;2133;2371;3552;false
19341855;1934;1855;2242;false
24262214;2214;2426;3552;false
23992065;2065;2399;2947;false
23121721;1721;2312;3803;false
23891728;1728;2389;3983;false
24272372;2427;2372;2384;false
24872375;2375;2487;2480;false
24872376;2376;2487;6787;false
18721741;1872;1741;2384;false
23131889;1889;2313;8578;false
17971682;1682;1797;1648;false
24531687;2453;1687;5724;false
21651741;1741;2165;2970;false
24332098;2433;2098;2970;false
24011720;1720;2401;736;false
23312155;2155;2331;684;false
23342312;2312;2334;5084;false
23441681;1681;2344;4425;false
23131760;1760;2313;1700;false
22321649;1649;2232;3464;false
24842296;2296;2484;3445;false
25481758;1758;2548;3729;false
33437733343771;3343773;3343771;7051;false
23552026;2026;2355;2048;false
18811634;1634;1881;3552;false
33437543343752;3343752;3343754;2384;false
25442358;2358;2544;12349;false
17221686;1686;1722;1058;false
19301645;1930;1645;213;false
23982394;2398;2394;3617;false
24052071;2071;2405;8228;false
19691880;1969;1880;602;false
17331731;1733;1731;3731;false
23471876;2347;1876;2970;false
33437902443;2443;3343790;5326;false
24452164;2164;2445;1356;false
23762099;2099;2376;1509;false
16920601717;1717;1692060;1794;false
24492423;2449;2423;1794;false
23162134;2134;2316;4571;false
22041737;2204;1737;602;false
23081720;1720;2308;618;false
20671725;2067;1725;1200;false
24331856;1856;2433;2384;false
19871962;1987;1962;7741;false
11668282068;1166828;2068;1794;false
25372135;2135;2537;1429;false
23502018;2018;2350;9153;false
24642252;2464;2252;7353;false
24222055;2055;2422;1794;false
23091646;2309;1646;902;false
25442170;2544;2170;3141;false
24352313;2435;2313;7336;false
33433393343337;3343337;3343339;1200;false
21322075;2132;2075;1843;false
33433373343334;3343334;3343337;602;false
33437701971;1971;3343770;6793;false
24452310;2445;2310;1378;false
25011632;2501;1632;2970;false
24542371;2454;2371;2858;false
24522405;2452;2405;4312;false
25351668;1668;2535;1200;false
23911824;2391;1824;3895;false
33437802376;3343780;2376;9400;false
19331887;1887;1933;602;false
23442155;2344;2155;4631;false
25002252;2252;2500;2989;false
24012071;2401;2071;8190;false
24031685;1685;2403;6402;false
24001734;2400;1734;1200;false
23831688;2383;1688;0;true
22031824;2203;1824;4130;false
19891684;1684;1989;4042;false
23161971;2316;1971;4689;false
23512079;2351;2079;2600;false
19051758;1905;1758;3171;false
22102155;2210;2155;2873;false
22001961;1961;2200;4574;false
33437942443;3343794;2443;2502;false
22961860;2296;1860;4202;false
22051783;1783;2205;1388;false
25462208;2546;2208;7712;false
24491993;1993;2449;1200;false
23911938;1938;2391;86;false
23712058;2058;2371;3071;false
19961828;1828;1996;2384;false
20572031;2031;2057;5034;false
25061639;2506;1639;1200;false
33438183343815;3343818;3343815;1200;false
22711752;2271;1752;602;false
25412537;2541;2537;5919;false
24221985;2422;1985;2384;false
33438153343814;3343815;3343814;1794;false
23581730;1730;2358;7517;false
23341666;2334;1666;5082;false
22322018;2232;2018;9371;false
22001730;1730;2200;7411;false
25472235;2235;2547;3817;false
23101714;1714;2310;4550;false
23502167;2350;2167;8955;false
24542151;2454;2151;3244;false
33437713343770;3343771;3343770;7037;false
33437972094;3343797;2094;6960;false
18581722;1858;1722;7666;false
23421933;1933;2342;1200;false
21542067;2154;2067;602;false
22002162;2162;2200;4600;false
21912132;2191;2132;1291;false
25491884;2549;1884;1200;false
33438073343805;3343807;3343805;4130;false
33437542537;3343754;2537;2970;false
23552193;2355;2193;600;false
18221629;1822;1629;4610;false
23371986;2337;1986;602;false
21602058;2058;2160;3053;false
24051858;2405;1858;7356;false
23762294;2376;2294;7390;false
17971756;1756;1797;660;false
24432371;2371;2443;2630;false
33437732487;2487;3343773;7121;false
19201906;1906;1920;2134;false
22561903;2256;1903;2008;false
25011984;1984;2501;2384;false
16627952202;1662795;2202;1200;false
24271879;1879;2427;1794;false
23581722;2358;1722;20074;true
22872257;2257;2287;1794;false
21471961;2147;1961;4196;false
24251936;2425;1936;2384;false
23961738;1738;2396;2384;false
84332353;8433;2353;899;false
22942208;2294;2208;7378;false
24532242;2242;2453;5190;false
33437903343787;3343790;3343787;5712;false
22881761;1761;2288;1127;false
22881642;1642;2288;1857;false
18891722;1889;1722;19826;false
33437942094;2094;3343794;1992;false
84332355;2355;8433;299;false
21642062;2164;2062;1374;false
25362405;2536;2405;8610;false
24231882;2423;1882;2384;false
22102062;2210;2062;1663;false
19031818;1903;1818;2048;false
22051737;1737;2205;1200;false
25492343;2343;2549;602;false
22102068;2068;2210;4198;false
23832331;2331;2383;550;false
19351722;1935;1722;4730;false
20261818;1818;2026;2048;false
25371926;1926;2537;2538;false
20991683;1683;2099;230;false
21591735;1735;2159;1200;false
24842235;2235;2484;3867;false
23901687;2390;1687;2232;false
21391854;1854;2139;2640;false
19381824;1938;1824;516;false
23992371;2399;2371;3165;false
25242068;2524;2068;4669;false
24292371;2429;2371;2384;false
23532256;2353;2256;2008;false
25352152;2535;2152;2564;false
23832345;2345;2383;228;false
19051797;1797;1905;2623;false
22021872;2202;1872;1794;false
23452155;2345;2155;374;false
24291725;1725;2429;1794;false
21331882;1882;2133;2970;false
22521824;1824;2252;10275;false
22962075;2075;2296;2405;false
23902069;2390;2069;2132;false
22061641;1641;2206;4798;false
33437582537;2537;3343758;3960;false
33438123343809;3343812;3343809;2970;false
24842448;2448;2484;4130;false
21911635;2191;1635;660;false
23091824;1824;2309;732;false
21631862;2163;1862;1200;false
23961634;2396;1634;2970;false
18761685;1876;1685;5840;false
22122208;2212;2208;5441;false
16661646;1646;1666;1288;false
23532295;2295;2353;3776;false
22342073;2073;2234;3452;false
25422375;2375;2542;1670;false
22962168;2168;2296;2524;false
33437652170;3343765;2170;0;true
25472152;2152;2547;3134;false
23751934;1934;2375;2432;false
24842212;2212;2484;48;false
24001871;1871;2400;602;false
22082153;2153;2208;2618;false
25482218;2548;2218;4237;false
24262284;2426;2284;4130;false
25351886;1886;2535;1794;false
19741836;1974;1836;4413;false
39012922421;3901292;2421;602;false
24631783;2463;1783;832;false
19711889;1889;1971;11250;false
23421856;2342;1856;1794;false
24201668;2420;1668;602;false
33438093343807;3343809;3343807;3552;false
24012096;2096;2401;6550;false
23942205;2205;2394;3056;false
33438053343803;3343805;3343803;4704;false
18891715;1715;1889;0;true
19891822;1989;1822;4236;false
17521682;1752;1682;1218;false
22061759;1759;2206;11512;false
33437813343780;3343781;3343780;9254;false
25422007;2542;2007;1596;false
