1716;Basilique de Saint-Denis;[140078, 1717];48.936477492650496;2.3596397453045825
1717;Saint-Denis - Porte de Paris;[1716, 1692060];48.92992666527093;2.3561861491888694
2230;Cite;[1729];48.85568485028629;2.3462029295287157
2232;Jussieu;[1649, 1681, 2206];48.8459684322046;2.3548073926942186
1720;Saint-Georges;[2401, 2308];48.878593955236205;2.3378269689170192
1721;Saint-Germain des Pres;[1733, 2312];48.85344723773834;2.333046326044867
2234;Kleber;[2147, 2073];48.87130614908782;2.2933310208962174
1722;Saint-Lazare;[1935, 1889, 1686, 3343765, 1858];48.87568150641968;2.325591584819959
2235;La Chapelle;[2547, 2484];48.884388698358165;2.3592765642767297
2236;La Courneuve-8-Mai-1945;[2199];48.92051450668569;2.410225779120198
1725;Saint-Mande;[2429, 2067];48.84623825662077;2.418999828109256
1728;Rue Saint-Maur;[2389, 2394];48.86408940574645;2.3808997885521195
1729;Saint-Michel;[2312, 2230];48.853599907885794;2.3439962410940125
2242;La Muette;[2453, 1762];48.85809504968323;2.274096448110612
1730;Saint-Philippe du Roule;[2358, 2200];48.8724706657937;2.310769101230354
1731;Saint-Placide;[1824, 1733];48.84701184016864;2.327055111355132
1733;Saint-Sulpice;[1731, 1721];48.8511463550549;2.3309628563664644
1734;Porte d'Ivry;[2400, 1740];48.82135736230755;2.369308237223248
1735;Porte d'Orleans (General Leclerc);[4028974, 2159];48.82281706023495;2.325072625148001
1736;Porte Dauphine (Marechal de Lattre de Tassigny);[2504];48.87179221641751;2.27486996119569
1737;Porte de Bagnolet;[2205, 2204];48.864336535483645;2.4088253760377283
1738;Porte de Champerret;[1862, 2396];48.88573915969202;2.2918606206755348
2252;Duroc;[2500, 2541, 2464, 1824];48.846848768895974;2.3169373108340854
1740;Porte de Choisy;[1734, 2347];48.81990244616168;2.364965598290819
1741;Porte de Clichy;[1872, 2165];48.894436060297956;2.313565665465226
2256;Eglise d'Auteuil;[2353];48.84753224211661;2.2694792821877074
2257;Eglise de Pantin;[2287, 2072];48.89363252797401;2.41290026603005
1752;Porte des Lilas;[2463, 1682, 2271];48.8769382235089;2.4063765669297816
1756;Pre-Saint-Gervais;[1635];48.88015993211241;2.3985866218697662
1758;Pyrenees;[2548, 1905];48.87382117233675;2.384886372197903
2271;Mairie des Lilas;[1752];48.880051061772676;2.415660206064229
1759;Quai de la Rapee;[2206, 2062];48.84596603240645;2.3669131797383116
1760;Quatre Septembre;[2313, 2007];48.86966057219203;2.3363282816417112
1761;Rambuteau;[2288, 2099];48.86119339564163;2.3532869598707133
1762;Ranelagh;[2242, 2295];48.85550440300199;2.269959178255765
2284;Guy-Moquet;[2426, 2536];48.893009056051206;2.3274958394904894
2287;Hoche;[2424, 2257];48.891499383764256;2.4031249606560765
2288;Hotel de Ville;[2155, 1642, 1761];48.857355927169515;2.3520735668587185
8433;Porte d'Auteuil;[2355, 2193];48.84822598041119;2.257698885660922
2291;Iena;[2162, 1687];48.864350199647255;2.2940452637830906
2294;Jacques-Bonsergent;[2208];48.87070082326957;2.3605786355872773
2295;Jasmin;[1762, 2353];48.852438519222666;2.2679339230009505
1783;Pelleport;[2205, 2463];48.86822334760734;2.401324380544102
2296;Jaures;[2484, 2168, 1922, 1860, 2075];48.88276854674882;2.36994579899074
2308;Notre-Dame de Lorette;[1720, 1686];48.876050554237366;2.337908692037609
2309;Notre-Dame des Champs;[1646, 1824];48.84478304833005;2.3284444832927207
1797;Place des Fetes;[1756, 1905, 1682];48.8772239477293;2.392765050250897
2310;Oberkampf;[2445, 2376, 1714];48.864965303262494;2.3676324062987537
2312;Odeon;[1721, 1729, 2167, 2334];48.85219804523044;2.33878000304498
2313;Opera;[1889, 1760, 2435, 1971, 3343770, 3343765];48.870720976292084;2.3322547435729586
2316;Le Peletier;[1971, 2134];48.87496305802612;2.3401567908492056
1818;Mirabeau;[1903];48.847084858904864;2.273074914922012
2331;Louvre-Rivoli;[2383, 2155];48.86087985759375;2.340973275817903
2334;Mabillon;[2312, 1666];48.85284513365445;2.335143718516068
1822;Monceau;[1989];48.88057689074842;2.309415946164807
1824;Montparnasse-Bienvenue;[2502, 1731, 2391, 1930, 2309, 1938, 2252, 2203];48.844189508526796;2.324441232433701
2337;Mairie d'Issy;[1986];48.82434652601842;2.2735658296006465
1828;Mouton-Duvernet;[2159, 1996];48.832191599269656;2.3304069926293205
2341;Pont de Levallois-Becon;[2163];48.89730990517954;2.2807686428069003
2342;Pont de Neuilly;[1933, 1856];48.88550610941816;2.258527470197358
2343;Pont de Sevres;[2549];48.829690338022736;2.2305284341923346
2344;Pont Marie (Cite des Arts);[1681, 2155];48.85346358569476;2.357383972809163
2345;Pont Neuf;[2155, 2383];48.85853410228574;2.3421172386659985
2347;Porte d'Italie;[1740, 1876];48.8187170251155;2.360500832805366
1836;Nationale;[2403, 1974];48.832881288678834;2.3619094080161975
140078;Saint-Denis-Universite;[1716];48.94611087248738;2.3620451929905992
2350;Maubert-Mutualite;[2018, 2167];48.849716940163574;2.348925558491872
2351;Menilmontant;[2079, 2394];48.865705787623;2.3844293751632057
2353;Michel-Ange-Auteuil;[2295, 2355, 8433];48.847924592785105;2.264235905782418
2355;Michel-Ange-Molitor;[2353, 1936, 2026];48.845056129032;2.261911423279769
2358;Miromesnil;[1715, 1730, 2544];48.87353214061607;2.3155780248661895
1854;Les Gobelins;[2403, 2139];48.83612743975252;2.3520811178355734
1855;Les Halles;[2155, 1934];48.862011970720516;2.3464764519062062
1856;Les Sablons (Jardin d'acclimatation);[2342, 2433];48.88129918549113;2.2719151760177914
1858;Liege;[2405, 1722];48.87953716638082;2.3268579472729614
2371;Nation;[2443, 2429, 2058, 2399, 2133, 2454];48.84811123157566;2.3980040127977436
2372;Plaisance;[2397, 2427];48.83175809378841;2.3138665498481625
1860;Louis Blanc;[2546, 2484, 2296];48.88090042815109;2.365107218264337
2373;Poissonniere;[2134, 2208];48.877353095288015;2.349381423952599
1862;Louise Michel;[2163, 1738];48.889269622246026;2.2880551248039036
2375;Reaumur-Sebastopol;[2542, 2099, 1934, 2487];48.86628035856129;2.352484796837845
2376;Republique;[1683, 2389, 2310, 3343780, 2099, 2218];48.86725794359829;2.3640373036390545
2382;Ourcq;[1922, 2424];48.886923877470686;2.3866564344034558
2383;Palais-Royal (Musee du Louvre);[2331, 2345, 2435];48.8623718215243;2.3365736007364304
1871;Mairie d'Ivry;[2400];48.81121453549021;2.383508928732683
1872;Mairie de Clichy;[2202, 1741];48.90400543242958;2.3053681208668606
1873;Mairie de Montreuil;[1993];48.862280986339;2.441827679127713
1874;Mairie de Saint-Ouen;[1692060, 2214];48.91162168038383;2.3337369648420916
1662795;Les Agnettes;[1662797, 2202];48.92291633150906;2.285963896576634
1876;Maison Blanche;[1925, 2347, 1685];48.82287877506322;2.358079894290851
1662797;Asnieres-Gennevilliers Les Courtilles;[1662795];48.93029362287076;2.2837606331952487
2389;Parmentier;[2376, 1728];48.86525985667316;2.3747570817167682
2390;Passy;[1687, 2069];48.857534382513876;2.28559270581709
2391;Pasteur;[1665, 1824, 1938, 1632];48.842012804057696;2.3132900438354906
3901292;Front Populaire;[2421];48.90666658787472;2.3652301358543797
1879;Malakoff-Plateau de Vanves;[2427, 1880];48.8224426939998;2.2979321053287274
1880;Malakoff-Rue Etienne Dolet;[1879, 1969];48.81470406056698;2.2972847301706394
1881;Malesherbes;[1634, 1629];48.88253647289218;2.311009243005514
2394;Pere-Lachaise;[2351, 2398, 1728, 2205];48.86316120506396;2.3872604001843536
1882;Maraichers;[2423, 2133];48.8526004024001;2.4063849895661393
2396;Pereire;[1738, 1634];48.8850310612536;2.2971351115061647
1884;Marcel Sembat;[2425, 2549];48.833808586980275;2.243480614417395
2397;Pernety;[2203, 2372];48.833933819810916;2.31790897216328
2398;Philippe Auguste;[2394, 2160];48.85837884146994;2.3897347327397043
1886;Marx-Dormoy;[2421, 2535];48.890374081221125;2.3597970086706117
2399;Picpus;[2065, 2371];48.84532311461395;2.4017863137606863
1887;La Defense (Grande Arche);[1933];48.891826754836515;2.237992043215619
2400;Pierre et Marie Curie;[1871, 1734];48.81591718160038;2.377878816483871
2401;Pigalle;[2071, 2096, 2156, 1720];48.88242252841757;2.337254682101535
1889;Havre-Caumartin;[1722, 2313, 1971];48.8734618906704;2.3284804844734768
2403;Place d'Italie;[2017, 1836, 1685, 1854];48.8312826555064;2.3554558703645068
2405;Place de Clichy;[2452, 2071, 2536, 1858];48.88345565159549;2.3273749934103556
1903;Javel-Andre-Citroen;[2031, 2256];48.84596388048408;2.2778151263537714
1905;Jourdain;[1758, 1797];48.87524829462498;2.389329434152641
1906;Jules Joffrin;[2535, 1920];48.89249697693026;2.3443284105515048
2420;Porte de Clignancourt;[1668];48.89797017040717;2.3439883834332904
2421;Porte de la Chapelle;[3901292, 1886];48.89795934324147;2.3592550695796524
2422;Porte de la Villette;[1985, 2055];48.89752915689145;2.3856442301273044
2423;Porte de Montreuil;[2449, 1882];48.85337987781381;2.4104581874163533
2424;Porte de Pantin;[2382, 2287];48.888583980971895;2.3924228757185415
2425;Porte de Saint-Cloud;[1936, 1884];48.837565334473624;2.255591274447898
2426;Porte de Saint-Ouen;[2214, 2284];48.89751173277147;2.329021647212208
2427;Porte de Vanves;[2372, 1879];48.82776532658967;2.3043123507630607
2428;Porte de Versailles;[1984, 1986];48.832253452749;2.287864137819189
2429;Porte de Vincennes;[2371, 1725];48.847016518419125;2.410816882334764
1920;Lamarck-Caulaincourt;[1906, 2156];48.8897381077178;2.339149086674118
2433;Porte Maillot;[1856, 2098];48.87800617627899;2.2824656400013326
3343794;Montgallet;[2094, 2443];48.844142731120996;2.389625012848426
1922;Laumiere;[2296, 2382];48.8849316105461;2.379091246899838
2435;Pyramides;[2383, 2313, 2155, 3343765];48.86649698703855;2.334094215259097
3343799;Porte Doree;[3343801, 3343797];48.83549725282465;2.4061852122149348
1692060;Carrefour-Pleyel;[1717, 1874];48.9199435050834;2.3439094197858905
1925;Le Kremlin-Bicetre;[1639, 1876];48.810385125129486;2.3618306830911315
3343797;Michel Bizot;[3343799, 2094];48.836991037652965;2.402919606870042
1926;Dupleix;[2069, 2537];48.85039257831968;2.2936483362305387
3343803;Liberte;[3343805, 3343801];48.82563711172796;2.4074108054261223
3343801;Porte de Charenton;[3343803, 3343799];48.83266034648216;2.4004636384497804
1930;Edgar-Quinet;[1824, 1645];48.84056772620437;2.326402815222764
2443;Reuilly-Diderot;[2210, 2371, 3343794, 3343790];48.8473528769588;2.3858425400402448
3343807;Ecole Veterinaire de Maisons-Alfort;[3343809, 3343805];48.81507632012976;2.4216317667306635
2445;Richard-Lenoir;[2164, 2310];48.86068599199579;2.372410931880202
1933;Esplanade de la Defense;[1887, 2342];48.88835806016618;2.249937212862802
3343805;Charenton-Ecoles;[3343807, 3343803];48.821489819145576;2.4138567623311062
1934;Etienne Marcel;[1855, 2375];48.86371036646956;2.3489831961271017
1935;Europe;[1629, 1722];48.87906043921274;2.3229746324058937
2448;Riquet;[2484, 2093];48.8883932319013;2.374433108884994
1936;Exelmans;[2355, 2425];48.84290697853592;2.2601443978808957
2449;Robespierre;[1993, 2423];48.855680808196944;2.423659085483019
1938;Falguiere;[1824, 2391];48.84432338300201;2.317564676180599
2452;Rome;[1629, 2405];48.88207083393704;2.3203983393099863
3343783;Chemin Vert;[2062, 3343781];48.85758654446453;2.3680366949483758
2453;Rue de la Pompe (Avenue Georges Mandel);[1687, 2242];48.864253384403426;2.277916762028845
3343781;Saint-Sebastien-Froissart;[3343783, 3343780];48.86097499718719;2.3672622950229414
2454;Rue des Boulets;[2371, 2151];48.8522227131835;2.389115650927187
3343780;Filles du Calvaire;[3343781, 2376];48.86307817635541;2.36674588358473
3343787;Ledru-Rollin;[3343790, 2062];48.85119416536367;2.3759317370128947
3343790;Faidherbe-Chaligny;[2443, 3343787];48.85006766800271;2.3844287707416316
2463;Saint-Fargeau;[1783, 1752];48.871699810971116;2.4042987242021825
2464;Saint-Francois-Xavier;[1638, 2252];48.8509825598235;2.31442986460027
3343761;Invalides;[2170, 3343759, 2544, 1638];48.86109346762053;2.3146433553464374
3343765;Madeleine;[2313, 1722, 2435];48.86950712762907;2.324680199591515
3343771;Grands Boulevards;[3343773, 3343770];48.87157474359305;2.3428950319846593
3343770;Richelieu-Drouot;[3343771, 2313, 1971];48.87200623896137;2.339911390610416
1961;George V;[2147, 2200];48.87204561942636;2.3007691856449535
1962;Glaciere;[1640, 1987];48.8312479519874;2.343122075822986
3343773;Bonne Nouvelle;[2487, 3343771];48.87057675358199;2.348494293710928
1969;Chatillon Montrouge;[1880];48.810283363510756;2.3012888709759522
1971;Chaussee d'Antin (La Fayette);[2313, 2316, 3343770, 1889];48.872985824665165;2.33342622405285
2484;Stalingrad;[2235, 2296, 2212, 1860, 2448];48.88418929420877;2.367030441974567
1974;Chevaleret;[1836, 2524];48.83496497071995;2.3680913458793973
2487;Strasbourg-Saint-Denis;[2375, 2153, 3343773];48.86963236518746;2.35450206308924
3343754;Commerce;[2537, 3343752];48.84461367199405;2.293802980169146
3343752;Felix Faure;[3343754, 3343339];48.84282456767407;2.2922249662205156
3343759;La Tour-Maubourg;[3343761, 3343758];48.85722786064964;2.3097962258273563
3343758;Ecole Militaire;[3343759, 2537];48.85426092155411;2.305439560539011
1984;Convention;[2501, 2428];48.83713694956265;2.296396090155559
1985;Corentin-Cariou;[2093, 2422];48.89468154198812;2.382302193974242
1986;Corentin-Celton;[2428, 2337];48.82682988739414;2.278966861574341
1987;Corvisart;[1962];48.829863252112794;2.3506227279320897
2500;Vaneau;[1666, 2252];48.84870084962003;2.321239881938573
2501;Vaugirard (Adolphe Cherioux);[1632, 1984];48.83943928123955;2.3010780424739252
1989;Courcelles;[1684, 1822];48.87927215163157;2.303298546682486
2502;Vavin;[1645, 1824];48.84205985758205;2.328867050437212
2504;Victor Hugo;[1736, 2147];48.869864912484076;2.285226207250439
2505;Villejuif-Louis Aragon;[2506];48.786638011119834;2.367110527381649
1993;Croix-de-Chavaux (Jacques Duclos);[1873, 2449];48.857999073258;2.435866895674707
2506;Villejuif-Paul Vaillant Couturier (Hopital Paul Brousse);[2505, 1639];48.79599413239317;2.3682314519156806
1996;Denfert-Rochereau;[1828, 1645, 1640];48.83427681284463;2.332203797304786
3343334;Balard;[3343337];48.836814988805976;2.2786833464502703
2005;Boulogne Pont de Saint-Cloud;[2193];48.84068016312195;2.228313661724341
2007;Bourse;[1760, 2542];48.86876179259638;2.3406741288121005
3343339;Boucicaut;[3343752, 3343337];48.84102535532167;2.287923867330867
3343337;Lourmel;[3343339, 3343334];48.83866812903008;2.2822484883840986
2524;Quai de la Gare;[1974, 2068];48.83761467578531;2.373852115680497
2017;Campo-Formio;[2403, 1641];48.835551216675434;2.358752095191401
3343825;Pointe du Lac;[3343818];48.76876863574218;2.464319398948263
2018;Cardinal-Lemoine;[2350];48.84670586906026;2.351335178972595
2535;Marcadet-Poissonniers;[2152, 1668, 1886, 1906];48.891543930630554;2.3493711153819112
2536;La Fourche;[2165, 2284, 2405];48.8874368425293;2.3257252220174083
2537;La Motte-Picquet-Grenelle;[1926, 2135, 3343758, 3343754, 2541, 2057];48.849018928349764;2.297762160707931
2026;Chardon-Lagache;[1818];48.845104139567006;2.266936059032254
2541;Segur;[2252, 2537];48.84686470206919;2.307268847578926
2542;Sentier;[2007, 2375];48.8673503814313;2.3475672354150805
2543;Dugommier;[2068, 2094];48.83887615167852;2.3893473875702935
2031;Charles Michels;[2057, 1903];48.8463629755008;2.2856310658828742
2544;Champs-Elysees-Clemenceau;[2200, 2170, 2358, 3343761];48.867744026068706;2.3141227803741415
2546;Chateau Landon;[2208, 1860];48.87845656683119;2.3620537162488993
3343809;Maisons-Alfort-Stade;[3343812, 3343807];48.808225347352376;2.4362758210511313
2547;Barbes-Rochechouart;[2096, 2235, 2212, 2152];48.88368010927906;2.3495328036519307
2548;Belleville;[2168, 2079, 2218, 1758];48.87228732058717;2.3767376773224687
3343815;Creteil-Universite;[3343818, 3343814];48.78972431608003;2.450836106390663
3343814;Creteil-L'Echat (Hopital Henri Mondor);[3343815, 3343812];48.79660129757846;2.4495315243760767
2549;Billancourt;[1884, 2343];48.832087644282545;2.238160776875514
3343812;Maisons-Alfort-Les Juilliottes;[3343814, 3343809];48.80250044183061;2.4461836185594534
3343818;Creteil-Prefecture (Hotel de Ville);[3343825, 3343815];48.779757257844594;2.4593142910788286
1166824;Olympiades;[1166826];48.82694828196076;2.367038433387592
1166826;Bibliotheque-Francois Mitterrand;[1166824, 1166828];48.829830695271106;2.376120009344837
1166828;Cour Saint-Emilion;[1166826, 2068];48.83331371557845;2.387299704383512
